Time,R,P
2018/4/28 10:45,878.467,7.36567
2018/4/28 11:00,914.867,7.64533
2018/4/28 11:15,990.333,7.84433
2018/4/28 11:30,1048.6,8.58167
2018/4/28 11:45,1063.53,8.43367
2018/4/28 12:15,784.333,6.30933
2018/4/28 12:30,367,8.72967
2018/4/28 12:45,1055,9.349
2018/4/28 13:00,919.533,9.563
2018/4/28 13:15,403.533,4.307
2018/4/28 13:30,604.2,3.70333
2018/4/28 14:00,914.8,9.197
2018/4/28 14:15,855.2,9.46767
2018/4/28 14:30,1095.2,9.24633
2018/4/28 14:45,742.133,6.81033
2018/4/28 15:00,985.133,8.91367
2018/4/28 15:15,732.4,8.451
2018/4/28 15:30,770.733,8.647
2018/4/28 15:45,884,7.93567
2018/4/28 16:00,780.4,7.58433
2018/4/28 16:15,784.667,7.15533
2018/4/28 16:30,732.867,6.60167
2018/4/28 16:45,672.867,6.18667
2018/4/28 17:00,617.667,5.65167
2018/4/28 17:15,555.867,5.09867
2018/4/28 17:30,495.2,4.50233
2018/4/28 17:45,433,3.797
2018/4/28 18:00,369.733,3.14433
2018/4/28 18:15,285.533,2.394
2018/4/28 18:30,243,1.69167
2018/4/28 18:45,227.2,1.32433
2018/4/28 19:00,151.667,0.780667
2018/4/28 19:15,49.8667,0.270667
2018/4/28 19:30,32.9333,0.181333
2018/4/28 19:45,17.8667,0.098667
2018/4/29 7:00,31.4667,0.148667
2018/4/29 7:15,50.2667,0.298
2018/4/29 7:30,73.4667,0.534667
2018/4/29 7:45,104.4,0.751667
2018/4/29 8:00,126,0.992333
2018/4/29 8:15,138.133,1.10567
2018/4/29 8:30,169.867,1.39567
2018/4/29 8:45,205.067,1.71567
2018/4/29 9:00,228.867,1.94467
2018/4/29 9:15,251.6,2.15333
2018/4/29 9:30,279.733,2.441
2018/4/29 9:45,293.333,2.56733
2018/4/29 10:00,305.2,2.69533
2018/4/29 10:15,322.333,2.79767
2018/4/29 10:30,325.667,2.87133
2018/4/29 10:45,310.8,2.19833
2018/4/29 11:00,355.533,2.425
2018/4/29 11:15,492.067,4.141
2018/4/29 11:30,556.867,5.04867
2018/4/29 11:45,526.533,4.56867
2018/4/29 12:00,550.867,4.77433
2018/4/29 12:15,572.133,4.98533
2018/4/29 12:30,639.267,5.398
2018/4/29 12:45,585.733,5.22267
2018/4/29 13:00,560.533,5.279
2018/4/29 13:15,543.2,4.753
2018/4/29 13:30,636.6,5.86733
2018/4/29 13:45,794.6,7.02833
2018/4/29 14:00,767.933,6.74333
2018/4/29 14:15,626.333,5.25833
2018/4/29 14:30,590.533,5.073
2018/4/29 14:45,598.133,5.18033
2018/4/29 15:00,527,4.86067
2018/4/29 15:15,443.8,4.00867
2018/4/29 15:30,415.467,3.58533
2018/4/29 15:45,462.733,3.95267
2018/4/29 16:00,399.133,3.60233
2018/4/29 16:15,279.267,2.55933
2018/4/29 16:30,294.6,2.62267
2018/4/29 16:45,253.933,2.30367
2018/4/29 17:00,247.4,2.126
2018/4/29 17:15,202.533,1.61533
2018/4/29 17:30,183.133,1.38933
2018/4/29 17:45,217.2,1.81
2018/4/29 18:00,194,1.57433
2018/4/29 18:15,152.467,1.20133
2018/4/29 18:30,106.133,0.805667
2018/4/29 18:45,83.6,0.628333
2018/4/29 19:00,68.2,0.509667
2018/4/29 19:15,55.7333,0.393333
2018/4/29 19:30,44.4,0.294
2018/4/30 7:00,29.9333,0.103
2018/4/30 7:15,37.6,0.232667
2018/4/30 7:30,74.2667,0.440667
2018/4/30 7:45,156.2,0.972333
2018/4/30 8:00,133,0.924
2018/4/30 8:15,107.133,1.058
2018/4/30 8:30,187.533,1.59467
2018/4/30 8:45,388.4,2.40333
2018/4/30 9:00,325.867,3.14667
2018/4/30 9:15,446.467,3.07433
2018/4/30 9:30,304.133,2.724
2018/4/30 9:45,461.933,3.618
2018/4/30 10:15,392.067,2.65
2018/4/30 10:30,408.867,4.57067
2018/4/30 11:00,269.467,5.84433
2018/4/30 11:30,538.467,6.86067
2018/4/30 11:45,329.067,5.57333
2018/4/30 12:00,505.133,6.51167
2018/4/30 12:15,630.933,6.83867
2018/4/30 12:30,1027.67,8.15533
2018/4/30 13:00,595,3.903
2018/4/30 13:15,138,1.152
2018/4/30 13:30,135.6,2.34733
2018/4/30 13:45,222.933,3.49233
2018/4/30 14:00,891.733,8.91433
2018/4/30 14:15,900.933,8.501
2018/4/30 14:30,921.867,8.636
2018/4/30 14:45,1028.47,9.09133
2018/4/30 15:00,703,6.511
2018/4/30 15:15,327.133,4.14567
2018/4/30 15:30,169.8,1.773
2018/4/30 15:45,114.467,1.82667
2018/4/30 16:00,671.667,7.36733
2018/4/30 16:15,565.4,6.33033
2018/4/30 16:30,360.733,3.064
2018/4/30 16:45,304.067,2.853
2018/4/30 17:00,450.8,4.14933
2018/4/30 17:15,457.733,3.32033
2018/4/30 17:30,223.4,2.52233
2018/4/30 17:45,290.667,3.60433
2018/4/30 18:00,186.067,2.27767
2018/4/30 18:15,110.733,1.225
2018/4/30 18:30,80.8,0.697333
2018/4/30 18:45,81,0.543
2018/4/30 19:00,70.9333,0.474
2018/4/30 19:15,72.2667,0.499333
2018/4/30 19:30,38.5333,0.235
2018/4/30 19:45,30.8,0.183667
2018/5/1 6:45,10.5333,0.007667
2018/5/1 7:00,35.8667,0.150667
2018/5/1 7:15,79.0667,0.299
2018/5/1 7:30,143.6,0.445333
2018/5/1 7:45,200.6,0.677667
2018/5/1 8:00,276.933,1.08233
2018/5/1 8:15,346.4,1.658
2018/5/1 8:30,410.2,2.293
2018/5/1 8:45,473.067,2.93633
2018/5/1 9:00,540.467,3.63333
2018/5/1 9:15,606.133,4.33067
2018/5/1 9:30,652.933,4.97767
2018/5/1 9:45,709.533,5.54967
2018/5/1 10:00,765.467,6.09467
2018/5/1 10:15,818.2,6.60433
2018/5/1 10:30,865.933,7.00733
2018/5/1 10:45,903.2,7.441
2018/5/1 11:00,939.2,7.816
2018/5/1 11:15,964.8,8.01167
2018/5/1 11:30,989.733,8.353
2018/5/1 11:45,1011.07,8.62667
2018/5/1 12:00,1042.73,8.68833
2018/5/1 12:15,1059.33,8.85767
2018/5/1 12:30,1065.33,8.98767
2018/5/1 12:45,1067.33,9.01
2018/5/1 13:00,1081.67,9.14433
2018/5/1 13:15,1079.73,9.11633
2018/5/1 13:30,1010.27,9.05067
2018/5/1 13:45,1011.2,8.93767
2018/5/1 14:00,1056.47,7.71233
2018/5/1 14:15,1046.67,8.86633
2018/5/1 14:30,1036.93,8.68367
2018/5/1 14:45,970.267,8.7
2018/5/1 15:00,986.2,8.61
2018/5/1 15:15,970.933,8.49633
2018/5/1 15:30,938.267,7.02
2018/5/1 15:45,721,7.672
2018/5/1 16:00,811.267,7.38433
2018/5/1 16:15,755.267,5.254
2018/5/1 16:30,691.067,6.28
2018/5/1 16:45,667.8,6.156
2018/5/1 17:00,619.067,5.596
2018/5/1 17:15,560.6,5.033
2018/5/1 17:30,501.067,4.44033
2018/5/1 17:45,441.333,3.78233
2018/5/1 18:00,345.733,2.98133
2018/5/1 18:15,324.333,2.453
2018/5/1 18:30,265.4,1.796
2018/5/1 18:45,208,1.23667
2018/5/1 19:00,147.333,0.763333
2018/5/1 19:15,88.4667,0.451333
2018/5/1 19:30,47.2,0.280667
2018/5/1 19:45,27.0667,0.136
2018/5/2 6:45,9.33333,0.003
2018/5/2 7:00,34.4667,0.143333
2018/5/2 7:15,75.4,0.317333
2018/5/2 7:30,127.533,0.483
2018/5/2 7:45,180.467,0.724667
2018/5/2 8:00,243.133,1.089
2018/5/2 8:15,305.933,1.57933
2018/5/2 8:30,370.867,2.16967
2018/5/2 8:45,437.467,2.792
2018/5/2 9:00,502.867,3.44233
2018/5/2 9:15,561.867,4.05867
2018/5/2 9:30,616.933,4.66967
2018/5/2 9:45,672,5.21667
2018/5/2 10:00,721.267,5.726
2018/5/2 10:15,770.867,6.21267
2018/5/2 10:30,816.8,6.62767
2018/5/2 10:45,862.8,7.06767
2018/5/2 11:00,903,7.409
2018/5/2 11:15,940.067,7.761
2018/5/2 11:30,967,7.99067
2018/5/2 11:45,989.067,8.18333
2018/5/2 12:00,1011.67,8.39933
2018/5/2 12:15,1026,8.591
2018/5/2 12:30,1042.33,8.799
2018/5/2 12:45,1056.73,8.975
2018/5/2 13:00,1062.67,9.07067
2018/5/2 13:15,1061.73,9.123
2018/5/2 13:30,1059.4,9.154
2018/5/2 13:45,1054.4,9.13633
2018/5/2 14:00,1039.93,9.04833
2018/5/2 14:15,1021.47,8.951
2018/5/2 14:30,1003.2,8.84067
2018/5/2 14:45,980.867,8.63733
2018/5/2 15:00,949.4,8.40567
2018/5/2 15:15,918.533,8.16
2018/5/2 15:30,886.2,7.926
2018/5/2 15:45,846.467,7.596
2018/5/2 16:00,806,7.21767
2018/5/2 16:15,759.133,6.837
2018/5/2 16:30,710.067,6.36
2018/5/2 16:45,657.733,5.91533
2018/5/2 17:00,603.933,5.44
2018/5/2 17:15,547.933,4.88833
2018/5/2 17:30,485.267,4.28167
2018/5/2 17:45,426.6,3.64533
2018/5/2 18:00,369.267,2.969
2018/5/2 18:15,310.867,2.34167
2018/5/2 18:30,255.067,1.762
2018/5/2 18:45,200.067,1.23233
2018/5/2 19:00,142,0.808
2018/5/2 19:15,90.4,0.510667
2018/5/2 19:30,52.3333,0.337667
2018/5/2 19:45,30.6667,0.188667
2018/5/3 7:00,36.5333,0.014667
2018/5/3 7:15,79.6,0.054
2018/5/3 7:30,137.267,0.095667
2018/5/3 7:45,194.8,0.160667
2018/5/3 9:00,510.667,3.076
2018/5/3 9:15,567.4,4.037
2018/5/3 9:30,621.067,4.63633
2018/5/3 9:45,675.067,5.19833
2018/5/3 10:00,723.4,5.70567
2018/5/3 10:15,775.867,6.183
2018/5/3 10:30,823.733,6.57633
2018/5/3 10:45,865,6.991
2018/5/3 11:00,905.133,7.35533
2018/5/3 11:15,940,7.683
2018/5/3 11:30,970.867,7.97967
2018/5/3 11:45,996.133,8.25867
2018/5/3 12:00,1016.47,8.465
2018/5/3 12:15,1035.33,8.645
2018/5/3 12:30,1046.07,8.75133
2018/5/3 12:45,1057.8,8.86667
2018/5/3 13:00,1063.53,8.96833
2018/5/3 13:15,1064.47,9.018
2018/5/3 13:30,1061.27,9.027
2018/5/3 13:45,1056.33,9.03433
2018/5/3 14:00,1051.47,9.00167
2018/5/3 14:15,1040.53,8.91533
2018/5/3 14:30,1023.13,8.85133
2018/5/3 14:45,1012.8,8.859
2018/5/3 15:00,989,8.669
2018/5/3 15:15,958,8.50367
2018/5/3 15:30,922.533,8.17767
2018/5/3 15:45,885.333,7.88233
2018/5/3 16:00,849.133,7.59867
2018/5/3 16:15,797.867,7.13833
2018/5/3 16:30,713.067,6.359
2018/5/3 16:45,668.467,6.107
2018/5/3 17:00,640.067,5.82333
2018/5/3 17:15,603.2,5.49133
2018/5/3 17:30,541.467,4.94767
2018/5/3 17:45,405.733,3.42333
2018/5/3 18:00,302.267,2.546
2018/5/3 18:15,267,2.15067
2018/5/3 18:30,185.667,1.489
2018/5/3 18:45,142.933,1.109
2018/5/3 19:00,115.467,0.865333
2018/5/3 19:15,85.6667,0.649
2018/5/3 19:30,60.8,0.46
2018/5/3 19:45,30.6667,0.222333
2018/5/4 6:45,7.93333,0.005333
2018/5/4 7:00,30,0.136
2018/5/4 7:15,45.4667,0.28
2018/5/4 7:30,58.1333,0.412
2018/5/4 7:45,74.7333,0.557667
2018/5/4 8:00,95.5333,0.696667
2018/5/4 8:15,140.4,0.888333
2018/5/4 8:30,158.667,1.125
2018/5/4 8:45,314.333,2.39733
2018/5/4 9:00,492.2,3.382
2018/5/4 9:15,575.267,4.153
2018/5/4 9:30,632.467,4.72167
2018/5/4 9:45,678.067,5.22733
2018/5/4 10:00,722.667,5.704
2018/5/4 10:15,771.933,6.18067
2018/5/4 10:30,814.8,6.60667
2018/5/4 10:45,858.733,7.019
2018/5/4 11:00,896.933,7.39233
2018/5/4 11:15,929.933,7.69333
2018/5/4 11:30,960.933,7.95133
2018/5/4 11:45,987.733,8.21767
2018/5/4 12:00,1006,8.42433
2018/5/4 12:15,1022.53,8.543
2018/5/4 12:30,1035.53,8.66233
2018/5/4 12:45,1045.4,8.77933
2018/5/4 13:00,1051,8.92367
2018/5/4 13:15,1052.67,9.038
2018/5/4 13:30,1052.47,9.05567
2018/5/4 13:45,1040.47,9.03367
2018/5/4 14:00,1015.2,8.92867
2018/5/4 14:15,992.867,8.60333
2018/5/4 14:30,901.067,8.11267
2018/5/4 14:45,989.867,7.88667
2018/5/4 15:00,953.4,8.024
2018/5/4 15:15,924.4,8.41767
2018/5/4 15:30,661.467,5.30933
2018/5/4 15:45,326.4,3.01967
2018/5/4 16:00,340.8,2.87967
2018/5/4 16:15,324.533,2.55633
2018/5/4 16:30,339.867,3.01467
2018/5/4 16:45,293.533,2.508
2018/5/4 17:00,158.667,1.32367
2018/5/4 17:15,106.933,0.848333
2018/5/4 17:30,61.8667,0.462333
2018/5/4 17:45,48.5333,0.398333
2018/5/4 18:00,64.2667,0.549333
2018/5/4 18:15,111.6,0.842667
2018/5/4 18:30,124.533,1.541
2018/5/4 18:45,117.333,0.84
2018/5/4 19:00,30.5333,0.268333
2018/5/4 19:15,6,0.021333
2018/5/5 7:15,37.4,0.112
2018/5/5 7:30,63.9333,0.241667
2018/5/5 7:45,80.6,0.244667
2018/5/5 8:00,76.8,0.222667
2018/5/5 8:15,94.5333,0.286333
2018/5/5 8:30,135.333,0.438667
2018/5/5 8:45,145.467,0.478
2018/5/5 9:00,187.267,0.663667
2018/5/5 9:15,234.067,0.815
2018/5/5 9:30,232.8,1.029
2018/5/5 9:45,329.467,1.93733
2018/5/5 10:00,385,2.885
2018/5/5 10:15,400.933,3.603
2018/5/5 10:30,391.4,3.8025
2018/5/5 10:45,478.8,4.825
2018/5/5 11:00,575.2,5.656
2018/5/5 11:15,617.267,5.616
2018/5/5 11:30,796.533,8.06867
2018/5/5 11:45,672.133,6.644
2018/5/5 12:00,451.6,3.82933
2018/5/5 12:15,469.333,4.13133
2018/5/5 12:30,472.8,4.75867
2018/5/5 12:45,349.6,3.68267
2018/5/5 13:00,319.267,3.09833
2018/5/5 13:15,280.933,3.72833
2018/5/5 13:30,213.2,2.678
2018/5/5 13:45,174.467,2.266
2018/5/5 14:00,359.8,2.67967
2018/5/5 14:15,385.6,4.11867
2018/5/5 14:30,759.2,5.47133
2018/5/5 14:45,731.267,6.34133
2018/5/5 15:00,502.733,3.21367
2018/5/5 15:15,133.333,1.26767
2018/5/5 15:30,89.0667,2.26133
2018/5/5 15:45,128.133,2.524
2018/5/5 16:00,147.733,2.33767
2018/5/5 16:15,89.1333,1.353
2018/5/5 16:30,61.2,0.477333
2018/5/5 16:45,51.5333,0.185
2018/5/5 17:00,123.133,0.059667
2018/5/5 17:15,132.4,0.044667
2018/5/5 17:30,128.267,0.064667
2018/5/5 17:45,118.067,0.121667
2018/5/5 18:00,104.467,0.198
2018/5/5 18:15,88.8667,0.309667
2018/5/5 18:30,82.8,0.250667
2018/5/5 18:45,62.8667,0.134667
2018/5/5 19:00,63.8,0.130333
2018/5/5 19:15,57.6667,0.1
2018/5/5 19:30,39.7333,0.070333
2018/5/6 7:00,49.6,0.014
2018/5/6 7:15,96.6,0.037667
2018/5/6 7:30,141.333,0.092
2018/5/6 7:45,181,0.186
2018/5/6 8:00,232.2,0.314333
2018/5/6 10:00,746.8,5.26467
2018/5/6 10:15,807.467,6.09733
2018/5/6 10:30,812.533,6.59833
2018/5/6 10:45,736.467,6.54967
2018/5/6 11:00,978.4,7.04167
2018/5/6 11:15,999.267,8.41867
2018/5/6 11:30,820.667,7.492
2018/5/6 11:45,838.067,7.359
2018/5/6 12:00,799.267,7.062
2018/5/6 12:15,775.2,6.959
2018/5/6 12:30,740.933,6.64033
2018/5/6 12:45,923.6,8.149
2018/5/6 13:00,818,7.17667
2018/5/6 13:15,903.733,7.93367
2018/5/6 13:30,925.133,8.66867
2018/5/6 13:45,1059.4,9.17867
2018/5/6 14:00,786.733,6.60833
2018/5/6 14:30,1020.27,7.42167
2018/5/6 14:45,746.267,6.47067
2018/5/6 15:00,790.2,6.17733
2018/5/6 15:15,767.6,7.33433
2018/5/6 15:30,730.867,6.86167
2018/5/6 15:45,743.2,6.29833
2018/5/6 16:00,675.467,6.21567
2018/5/6 16:15,470.867,4.541
2018/5/6 16:30,367.667,3.91633
2018/5/6 16:45,258.667,2.515
2018/5/6 17:00,222.333,1.736
2018/5/6 17:15,220.267,1.72233
2018/5/6 17:30,234,1.93267
2018/5/6 17:45,303.267,3.15367
2018/5/6 18:00,418.467,3.35033
2018/5/6 18:15,347,2.58967
2018/5/6 18:30,215.267,1.76333
2018/5/6 18:45,115.6,0.93
2018/5/6 19:00,73.5333,0.484667
2018/5/6 19:15,57.6,0.358333
2018/5/6 19:30,49.7333,0.289333
2018/5/7 6:45,13.4,0.036333
2018/5/7 7:00,35.2,0.172333
2018/5/7 7:15,91.1333,0.336667
2018/5/7 7:30,209.2,0.558333
2018/5/7 7:45,281.6,0.935333
2018/5/7 8:00,358.867,1.34467
2018/5/7 8:15,397.4,1.72533
2018/5/7 8:30,412.8,2.41133
2018/5/7 8:45,415,2.866
2018/5/7 9:00,466.933,3.325
2018/5/7 9:15,377.6,2.70633
2018/5/7 9:30,480.333,4.07567
2018/5/7 9:45,592.133,4.855
2018/5/7 10:00,723.267,5.56233
2018/5/7 10:15,770.267,6.325
2018/5/7 10:30,879.133,6.68933
2018/5/7 10:45,512.267,4.61833
2018/5/7 11:00,926.467,7.66733
2018/5/7 11:15,960.733,8.00767
2018/5/7 11:30,989.2,8.25533
2018/5/7 11:45,1009.13,8.387
2018/5/7 12:00,1027.07,8.555
2018/5/7 12:15,1042.47,8.692
2018/5/7 12:30,1026.2,8.711
2018/5/7 12:45,976.333,8.74067
2018/5/7 13:00,903.267,7.37833
2018/5/7 13:15,1064.8,8.953
2018/5/7 13:30,1055.33,9.128
2018/5/7 13:45,1031.87,9.09567
2018/5/7 14:00,1017.07,9.03133
2018/5/7 14:15,998.667,8.911
2018/5/7 14:30,976.133,8.41833
2018/5/7 14:45,958.333,8.66767
2018/5/7 15:00,909.067,8.29133
2018/5/7 15:15,733.467,6.918
2018/5/7 15:30,973.133,8.544
2018/5/7 15:45,916.533,7.69133
2018/5/7 16:00,835.133,6.81633
2018/5/7 16:15,500.867,4.461
2018/5/7 16:30,480.067,4.26967
2018/5/7 16:45,453.133,3.92533
2018/5/7 17:00,449.067,3.611
2018/5/7 17:15,397.467,3.449
2018/5/7 17:30,380,3.01433
2018/5/7 17:45,238.4,2.03267
2018/5/7 18:00,225.467,1.96567
2018/5/7 18:15,153.667,1.243
2018/5/7 18:30,106.267,0.853
2018/5/7 18:45,83.8667,0.678
2018/5/7 19:00,77.2667,0.639333
2018/5/7 19:15,60.5333,0.489667
2018/5/7 19:30,50.3333,0.383667
2018/5/7 19:45,37.9333,0.250333
2018/5/8 6:45,13.9333,0.052667
2018/5/8 7:00,42.3333,0.249
2018/5/8 7:15,62.8,0.372333
2018/5/8 7:30,74.3333,0.489333
2018/5/8 7:45,100.667,0.695667
2018/5/8 8:00,135.933,0.997667
2018/5/8 8:15,190.933,1.38033
2018/5/8 8:30,208.533,1.85233
2018/5/8 8:45,213.6,1.721
2018/5/8 9:00,133.867,0.446667
2018/5/8 9:15,147.267,1.404
2018/5/8 9:30,285.4,2.276
2018/5/8 9:45,466.867,3.64067
2018/5/8 10:00,632.2,5.748
2018/5/8 10:15,719.4,5.32933
2018/5/8 10:30,586.867,4.88267
2018/5/8 10:45,573.533,4.39533
2018/5/8 11:00,689.2,5.19667
2018/5/8 11:15,653.867,4.65967
2018/5/8 11:30,584.333,4.53433
2018/5/8 11:45,509.867,4.16333
2018/5/8 12:00,715.067,6.132
2018/5/8 12:15,818.4,7.19567
2018/5/8 12:30,938.533,7.647
2018/5/8 12:45,987.8,8.45333
2018/5/8 13:00,1046.27,8.555
2018/5/8 13:15,1044.73,9.40267
2018/5/8 13:30,858,7.764
2018/5/8 13:45,534.533,5.203
2018/5/8 14:15,635.467,5.1
2018/5/8 14:30,332.8,2.902
2018/5/8 14:45,353.333,2.79267
2018/5/8 15:00,523.867,4.04
2018/5/8 15:15,695.8,5.705
2018/5/8 15:30,626.933,5.821
2018/5/8 15:45,819.4,6.26167
2018/5/8 16:00,784,7.28033
2018/5/8 16:15,833.933,6.42933
2018/5/8 16:30,775.933,6.86033
2018/5/8 16:45,482.933,4.69867
2018/5/8 17:00,373.333,3.07867
2018/5/8 17:15,225.2,1.83233
2018/5/8 17:30,182.6,1.66767
2018/5/8 17:45,131.867,1.118
2018/5/8 18:00,48.2,0.362667
2018/5/8 18:15,73.9333,0.570333
2018/5/8 18:30,109.867,0.823667
2018/5/8 18:45,77.6,0.587
2018/5/8 19:00,107.867,0.922667
2018/5/8 19:15,98,0.529667
2018/5/8 19:30,44,0.325667
2018/5/8 19:45,27.5333,0.188667
2018/5/9 6:45,16.9333,0.036333
2018/5/9 7:00,24.1333,0.113
2018/5/9 7:15,33.7333,0.222333
2018/5/9 7:30,63.3333,0.42
2018/5/9 7:45,93.6667,0.689
2018/5/9 8:00,139.933,1.25033
2018/5/9 8:15,160.933,1.44133
2018/5/9 8:30,188.333,1.52033
2018/5/9 8:45,190.067,1.593
2018/5/9 9:00,220.333,1.78667
2018/5/9 9:15,228.467,1.896
2018/5/9 9:30,246.667,2.07533
2018/5/9 9:45,259.067,2.154
2018/5/9 10:00,217.8,1.835
2018/5/9 10:15,199.8,1.76167
2018/5/9 10:30,253.667,2.33133
2018/5/9 10:45,326.4,2.64333
2018/5/9 11:00,316.333,2.66567
2018/5/9 11:15,327.867,2.677
2018/5/9 11:30,299.533,2.477
2018/5/9 11:45,352.533,3.21933
2018/5/9 12:00,439.667,4.24733
2018/5/9 12:15,413.267,4.69467
2018/5/9 12:30,418.867,4.09567
2018/5/9 12:45,263.867,2.631
2018/5/9 13:00,351.467,3.099
2018/5/9 13:15,441.867,3.948
2018/5/9 13:30,403.4,3.40867
2018/5/9 13:45,414,3.55433
2018/5/9 14:00,452.6,4.04833
2018/5/9 14:15,368.8,3.165
2018/5/9 14:30,279.533,2.32433
2018/5/9 14:45,299.333,2.687
2018/5/9 15:00,279.267,2.36433
2018/5/9 15:15,217.467,1.97933
2018/5/9 15:30,306.133,2.597
2018/5/9 15:45,316.133,2.91733
2018/5/9 16:00,272.133,2.212
2018/5/9 16:15,319.267,2.916
2018/5/9 16:30,408.8,3.32033
2018/5/9 16:45,364.467,2.80033
2018/5/9 17:00,246.667,1.83667
2018/5/9 17:15,202.133,1.54733
2018/5/9 17:30,225.933,1.65233
2018/5/9 17:45,101.467,0.765333
2018/5/9 18:00,107.733,0.742
2018/5/9 18:15,69.4,0.538667
2018/5/9 18:30,70.2667,0.528667
2018/5/9 18:45,56.6667,0.453667
2018/5/9 19:00,34.2667,0.22
2018/5/9 19:15,18.3333,0.096667
2018/5/9 19:30,13.7333,0.043333
2018/5/9 19:45,15.6,0.054
2018/5/10 8:15,148.6,0.006667
2018/5/10 9:45,344.2,1.33333
2018/5/10 10:00,402.4,1.926
2018/5/10 10:15,469.733,2.73633
2018/5/10 10:30,494.933,3.37967
2018/5/10 10:45,443.067,3.536
2018/5/10 11:00,481.667,4.097
2018/5/10 11:15,504.467,4.61167
2018/5/10 11:30,626,6.07133
2018/5/10 11:45,767.733,7.303
2018/5/10 12:00,893.067,8.411
2018/5/10 12:15,994.067,8.727
2018/5/10 12:30,994.2,8.75333
2018/5/10 13:00,605.067,5.68367
2018/5/10 13:15,406.733,3.09433
2018/5/10 13:30,280.933,2.44433
2018/5/10 13:45,335,2.47133
2018/5/10 14:00,353.067,2.47033
2018/5/10 14:15,489.067,3.798
2018/5/10 14:30,368.8,3.27933
2018/5/10 14:45,300.733,4.01967
2018/5/10 15:00,275.733,2.40667
2018/5/10 15:15,347.4,2.41967
2018/5/10 15:30,614,4.52967
2018/5/10 15:45,404.6,3.71733
2018/5/10 16:00,550.2,4.399
2018/5/10 16:15,260.133,3.025
2018/5/10 16:30,257.2,2.45067
2018/5/10 16:45,323.467,3.52633
2018/5/10 17:00,304.267,3.10767
2018/5/10 17:15,268.533,2.053
2018/5/10 17:30,174,1.441
2018/5/10 17:45,156.4,1.24367
2018/5/10 18:00,204.333,1.59533
2018/5/10 18:15,172.333,1.438
2018/5/10 18:30,112,1.165
2018/5/10 18:45,89,0.884333
2018/5/10 19:00,32.9333,0.321
2018/5/10 19:15,29.6,0.114333
2018/5/10 19:30,29.4667,0.115667
2018/5/10 19:45,25,0.099333
2018/5/11 6:45,12.2667,0.040667
2018/5/11 7:00,28,0.21
2018/5/11 7:15,43.8,0.416333
2018/5/11 7:30,60.2,0.569333
2018/5/11 7:45,83.9333,0.761667
2018/5/11 8:00,184.067,1.30367
2018/5/11 8:15,179.4,1.45267
2018/5/11 8:30,194.933,1.80467
2018/5/11 8:45,236,1.87367
2018/5/11 9:00,174.867,1.48
2018/5/11 9:15,253.467,2.20433
2018/5/11 9:30,416.533,3.51267
2018/5/11 9:45,470,3.866
2018/5/11 10:00,492.333,4.31367
2018/5/11 10:15,600.467,5.14967
2018/5/11 10:30,661.133,5.80833
2018/5/11 10:45,700.733,6.045
2018/5/11 11:00,812.667,7.13067
2018/5/11 11:15,893.467,7.59467
2018/5/11 11:30,870.733,7.40067
2018/5/11 11:45,970,8.17367
2018/5/11 12:00,1001.4,7.43933
2018/5/11 12:15,875.867,7.669
2018/5/11 12:30,944.667,8.09967
2018/5/11 12:45,756.333,7.866
2018/5/11 13:00,531.4,7.356
2018/5/11 13:15,635.067,5.08233
2018/5/11 13:30,805,8.87133
2018/5/11 13:45,1121.27,9.23967
2018/5/11 14:00,962.733,9.15267
2018/5/11 14:15,623.533,7.854
2018/5/11 14:30,278.2,2.79633
2018/5/11 14:45,240.267,4.05933
2018/5/11 15:00,998.2,8.39233
2018/5/11 15:15,694.933,6.59133
2018/5/11 15:30,983.133,7.29633
2018/5/11 15:45,873.467,7.36567
2018/5/11 16:00,741.4,5.256
2018/5/11 16:15,736.467,6.192
2018/5/11 16:30,772.867,6.662
2018/5/11 16:45,380.533,4.17233
2018/5/11 17:00,433.733,3.18033
2018/5/11 17:15,298.667,2.77067
2018/5/11 17:30,331.267,2.57133
2018/5/11 17:45,279,2.12733
2018/5/11 18:00,239.933,2.04333
2018/5/11 18:15,234.8,1.83367
2018/5/11 18:30,201.133,1.775
2018/5/11 18:45,184,1.262
2018/5/11 19:00,166.267,1.083
2018/5/11 19:15,110.867,0.747667
2018/5/11 19:30,51.8,0.409333
2018/5/11 19:45,43.0667,0.282
2018/5/12 6:45,25.8667,0.108333
2018/5/12 7:00,58.2,0.29
2018/5/12 7:15,105.2,0.464
2018/5/12 7:30,149.2,0.616667
2018/5/12 7:45,201.8,0.864333
2018/5/12 8:00,275.333,1.25267
2018/5/12 8:15,338.067,1.72
2018/5/12 8:30,403.733,2.289
2018/5/12 8:45,471.133,2.91067
2018/5/12 9:00,530.333,3.53533
2018/5/12 9:15,584.533,4.14033
2018/5/12 9:30,633.2,4.67333
2018/5/12 9:45,682.533,5.24867
2018/5/12 10:00,739.933,5.79633
2018/5/12 10:15,790.8,6.28633
2018/5/12 10:30,837.8,6.77233
2018/5/12 10:45,879.933,7.17833
2018/5/12 11:00,919.4,7.58333
2018/5/12 11:15,957.467,7.921
2018/5/12 11:30,982.667,8.193
2018/5/12 11:45,1000.73,8.38767
2018/5/12 12:00,1023.53,8.55733
2018/5/12 12:15,1036.53,8.787
2018/5/12 12:30,1054.4,8.956
2018/5/12 12:45,1062.87,9.11567
